Device : ;PAX1000IR2/M
Serial Number : ;M00773008
Firmware Version : ;1.2.1
Software Version : ;1.4.2002.183
Wavelength [nm] : ;1560
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2025-02-20 14:12:24.12;0.00:43:54:919;0.35;-0.68;0.64;0.1911;0.06846;-0.1326;0.124;-31.35;19.86;101.52;64.88;78.09;0.1911;0.194;-0.002913;-7.187;-7.122;-99.990;0.68;136.92;
2025-02-20 14:12:24.38;0.00:43:55:176;0.47;-0.62;0.63;0.1739;0.09166;-0.1223;0.1224;-26.57;19.35;112.59;70.38;87.87;0.1739;0.1958;-0.02189;-7.597;-7.082;-99.990;0.73;134.97;
2025-02-20 14:12:24.64;0.00:43:55:432;0.26;-0.72;0.64;0.1987;0.0496;-0.1392;0.1226;-35.19;19.84;96.62;61.69;74.37;0.1987;0.192;0.006707;-7.019;-7.168;-21.735;0.63;138.63;
2025-02-20 14:12:24.89;0.00:43:55:688;0.36;-0.69;0.63;0.1871;0.06493;-0.1236;0.1123;-31.15;19.40;95.78;60.01;74.65;0.1871;0.1792;0.007895;-7.280;-7.468;-21.026;0.68;137.76;
2025-02-20 14:12:25.15;0.00:43:55:943;0.19;-0.71;0.68;0.1931;0.03713;-0.139;0.1336;-37.52;21.43;101.65;69.15;74.50;0.1931;0.1963;-0.00318;-7.141;-7.070;-99.990;0.59;136.15;
2025-02-20 14:12:25.40;0.00:43:56:200;0.34;-0.72;0.61;0.1895;0.0607;-0.1296;0.109;-32.45;18.65;94.94;57.53;75.52;0.1895;0.1799;0.009591;-7.224;-7.450;-20.181;0.67;139.93;
2025-02-20 14:12:25.66;0.00:43:56:456;0.35;-0.68;0.65;0.1719;0.06573;-0.1279;0.1225;-31.40;20.22;109.94;71.30;83.68;0.1719;0.1889;-0.01708;-7.648;-7.237;-99.990;0.67;136.23;
2025-02-20 14:12:25.92;0.00:43:56:712;0.32;-0.68;0.66;0.1861;0.05717;-0.122;0.117;-32.44;20.50;95.87;62.89;72.37;0.1861;0.1784;0.007682;-7.302;-7.485;-21.145;0.66;136.18;
2025-02-20 14:12:26.17;0.00:43:56:968;0.28;-0.69;0.67;0.1766;0.05556;-0.1344;0.1315;-33.77;21.06;111.03;74.48;82.35;0.1766;0.196;-0.01948;-7.531;-7.077;-99.990;0.64;135.61;
2025-02-20 14:12:26.43;0.00:43:57:224;0.21;-0.68;0.70;0.194;0.04004;-0.1304;0.1353;-36.47;22.38;99.06;69.76;70.33;0.194;0.1921;0.00182;-7.123;-7.164;-27.400;0.60;133.95;
2025-02-20 14:12:26.68;0.00:43:57:478;0.27;-0.65;0.72;0.1765;0.05142;-0.1251;0.1387;-33.83;22.86;109.78;78.60;76.63;0.1765;0.1938;-0.01726;-7.533;-7.127;-99.990;0.63;132.04;
2025-02-20 14:12:26.94;0.00:43:57:734;0.23;-0.69;0.68;0.1957;0.04464;-0.1353;0.1327;-35.87;21.49;99.46;67.80;72.77;0.1957;0.1947;0.001058;-7.084;-7.107;-29.756;0.61;135.55;
2025-02-20 14:12:27.20;0.00:43:57:990;0.26;-0.69;0.68;0.1954;0.04788;-0.1271;0.1252;-34.68;21.34;94.55;64.09;69.52;0.1954;0.1848;0.01064;-7.090;-7.334;-19.730;0.63;135.43;
2025-02-20 14:12:27.45;0.00:43:58:246;0.29;-0.66;0.69;0.1857;0.05729;-0.1305;0.137;-33.15;21.94;106.47;73.81;76.74;0.1857;0.1977;-0.01202;-7.313;-7.040;-99.990;0.64;133.59;
2025-02-20 14:12:27.71;0.00:43:58:501;0.25;-0.66;0.71;0.1945;0.04639;-0.1209;0.1292;-34.51;22.47;94.05;66.43;66.58;0.1945;0.183;0.01157;-7.110;-7.376;-19.366;0.63;133.10;
2025-02-20 14:12:27.96;0.00:43:58:757;0.40;-0.67;0.62;0.168;0.07433;-0.1244;0.1139;-29.57;19.09;109.71;67.81;86.24;0.168;0.1843;-0.01631;-7.747;-7.344;-99.990;0.70;137.51;
2025-02-20 14:12:28.22;0.00:43:59:014;0.19;-0.72;0.67;0.1863;0.03735;-0.1445;0.1331;-37.75;20.86;107.30;71.41;80.09;0.1863;0.2;-0.01361;-7.297;-6.991;-99.990;0.59;137.36;
2025-02-20 14:12:28.47;0.00:43:59:269;0.44;-0.59;0.68;0.1721;0.08115;-0.1072;0.1241;-26.43;21.36;106.31;72.12;78.10;0.1721;0.183;-0.01086;-7.642;-7.376;-99.990;0.72;130.80;
2025-02-20 14:12:28.73;0.00:43:59:525;0.30;-0.66;0.69;0.1814;0.05912;-0.1305;0.1355;-32.81;21.70;108.69;74.69;78.96;0.1814;0.1972;-0.01577;-7.413;-7.051;-99.990;0.65;133.92;
2025-02-20 14:12:28.99;0.00:43:59:781;0.29;-0.64;0.71;0.1895;0.05327;-0.1155;0.1296;-32.62;22.78;95.83;68.41;67.10;0.1895;0.1816;0.007908;-7.224;-7.409;-21.020;0.65;131.69;
2025-02-20 14:12:29.24;0.00:44:00:036;0.30;-0.69;0.66;0.1869;0.05897;-0.1378;0.1321;-33.42;20.69;106.89;70.67;80.19;0.1869;0.1998;-0.01287;-7.284;-6.995;-99.990;0.65;136.21;
2025-02-20 14:12:29.50;0.00:44:00:292;0.27;-0.67;0.69;0.1915;0.04921;-0.1213;0.1254;-33.96;21.89;94.67;65.50;68.35;0.1915;0.1813;0.01021;-7.178;-7.416;-19.911;0.64;134.04;
2025-02-20 14:12:29.75;0.00:44:00:549;0.27;-0.68;0.68;0.1921;0.04966;-0.1274;0.1278;-34.36;21.53;97.45;66.54;71.20;0.1921;0.1872;0.004901;-7.164;-7.277;-23.097;0.63;134.91;
2025-02-20 14:12:30.01;0.00:44:00:804;0.43;-0.65;0.63;0.1763;0.07878;-0.1175;0.1137;-28.08;19.39;102.93;64.47;80.24;0.1763;0.1815;-0.005168;-7.537;-7.411;-99.990;0.72;135.95;
2025-02-20 14:12:30.26;0.00:44:01:059;0.38;-0.68;0.62;0.1765;0.07563;-0.1348;0.1224;-30.35;19.19;111.73;69.38;87.58;0.1765;0.1972;-0.02071;-7.533;-7.051;-99.990;0.69;137.75;
2025-02-20 14:12:30.52;0.00:44:01:316;0.32;-0.63;0.71;0.1864;0.05877;-0.1142;0.1278;-31.39;22.42;97.24;68.58;68.94;0.1864;0.1812;0.005136;-7.297;-7.418;-22.894;0.66;131.80;
2025-02-20 14:12:30.78;0.00:44:01:571;0.31;-0.63;0.71;0.1734;0.05974;-0.1214;0.1358;-31.90;22.55;110.55;78.32;78.02;0.1734;0.1917;-0.01829;-7.610;-7.175;-99.990;0.66;131.79;
2025-02-20 14:12:31.03;0.00:44:01:827;0.18;-0.68;0.71;0.1924;0.03491;-0.1353;0.1403;-37.77;22.56;102.89;72.90;72.61;0.1924;0.198;-0.005567;-7.157;-7.033;-99.990;0.59;133.97;
2025-02-20 14:12:31.29;0.00:44:02:082;0.34;-0.61;0.71;0.1914;0.06262;-0.1108;0.1296;-30.26;22.77;94.89;67.72;66.47;0.1914;0.1817;0.009782;-7.180;-7.408;-20.096;0.67;130.51;
2025-02-20 14:12:31.54;0.00:44:02:338;0.29;-0.65;0.70;0.1865;0.05678;-0.1283;0.1386;-33.06;22.33;105.75;74.33;75.22;0.1865;0.1972;-0.01073;-7.293;-7.050;-99.990;0.64;132.78;
2025-02-20 14:12:31.80;0.00:44:02:594;0.17;-0.66;0.73;0.1968;0.03256;-0.1246;0.1376;-37.68;23.44;95.79;69.93;65.47;0.1968;0.1885;0.008285;-7.061;-7.247;-20.817;0.59;132.17;
2025-02-20 14:12:32.05;0.00:44:02:850;0.40;-0.59;0.70;0.1784;0.0718;-0.1068;0.1261;-28.04;22.21;100.98;70.69;72.11;0.1784;0.1802;-0.001748;-7.486;-7.444;-99.990;0.70;130.25;
2025-02-20 14:12:32.31;0.00:44:03:106;0.20;-0.69;0.69;0.1942;0.03834;-0.1338;0.1339;-37.01;21.95;99.47;68.98;71.67;0.1942;0.1932;0.001024;-7.118;-7.141;-29.896;0.60;134.97;
2025-02-20 14:12:32.57;0.00:44:03:362;0.38;-0.58;0.72;0.1837;0.0696;-0.105;0.1303;-28.23;22.98;98.64;70.92;68.57;0.1837;0.1812;0.00249;-7.359;-7.418;-26.038;0.69;128.87;
2025-02-20 14:12:32.82;0.00:44:03:618;0.34;-0.65;0.67;0.1777;0.06672;-0.1281;0.132;-31.24;21.21;110.09;74.27;81.27;0.1777;0.1956;-0.01793;-7.503;-7.086;-99.990;0.67;134.14;
2025-02-20 14:12:33.08;0.00:44:03:874;0.28;-0.62;0.73;0.1821;0.05001;-0.1129;0.1319;-33.06;23.44;99.22;72.43;67.81;0.1821;0.1807;0.001416;-7.397;-7.431;-28.489;0.64;130.56;
2025-02-20 14:12:33.33;0.00:44:04:130;0.30;-0.61;0.73;0.1745;0.05877;-0.1198;0.1428;-31.93;23.47;112.04;81.86;76.49;0.1745;0.1955;-0.021;-7.583;-7.090;-99.990;0.65;129.99;
2025-02-20 14:12:33.59;0.00:44:04:386;0.20;-0.69;0.70;0.1951;0.03821;-0.1331;0.1359;-36.99;22.23;99.43;69.65;70.96;0.1951;0.194;0.001112;-7.097;-7.121;-29.540;0.60;134.40;
2025-02-20 14:12:33.85;0.00:44:04:643;0.33;-0.64;0.69;0.1742;0.06446;-0.1236;0.1346;-31.23;22.00;111.27;77.29;80.04;0.1742;0.1938;-0.01963;-7.591;-7.127;-99.990;0.67;132.56;
2025-02-20 14:12:34.10;0.00:44:04:898;0.19;-0.69;0.70;0.1929;0.03649;-0.1338;0.1371;-37.37;22.34;101.13;71.10;71.92;0.1929;0.195;-0.002177;-7.147;-7.099;-99.990;0.59;134.30;
2025-02-20 14:12:34.36;0.00:44:05:154;0.31;-0.66;0.68;0.1814;0.05496;-0.1187;0.1224;-32.58;21.56;98.79;67.51;72.12;0.1814;0.1792;0.002202;-7.414;-7.467;-26.571;0.65;134.11;
2025-02-20 14:12:34.61;0.00:44:05:409;0.22;-0.62;0.75;0.193;0.03983;-0.1136;0.137;-35.34;24.34;94.51;70.98;62.40;0.193;0.1824;0.01059;-7.145;-7.390;-19.751;0.61;129.68;
2025-02-20 14:12:34.87;0.00:44:05:665;0.23;-0.67;0.71;0.1729;0.04428;-0.1275;0.1351;-35.42;22.52;110.47;78.16;78.07;0.1729;0.191;-0.0181;-7.623;-7.190;-99.990;0.62;133.34;
2025-02-20 14:12:35.12;0.00:44:05:920;0.24;-0.65;0.72;0.1927;0.04699;-0.1247;0.1393;-34.68;23.13;100.04;72.27;69.17;0.1927;0.1928;-7.399E-05;-7.151;-7.150;-99.990;0.62;131.85;
2025-02-20 14:12:35.38;0.00:44:06:176;0.34;-0.64;0.69;0.1747;0.06745;-0.1247;0.1352;-30.79;21.82;112.17;77.42;81.16;0.1747;0.1959;-0.02125;-7.578;-7.079;-99.990;0.67;132.68;
2025-02-20 14:12:35.64;0.00:44:06:431;0.20;-0.59;0.78;0.1932;0.03829;-0.1132;0.1495;-35.66;25.68;99.08;77.40;61.86;0.1932;0.1914;0.001777;-7.140;-7.180;-27.504;0.60;127.13;
2025-02-20 14:12:35.89;0.00:44:06:686;0.26;-0.59;0.77;0.1816;0.04726;-0.1059;0.1386;-32.97;25.05;99.52;76.34;63.85;0.1816;0.1807;0.0008726;-7.409;-7.429;-30.592;0.63;127.37;
2025-02-20 14:12:36.15;0.00:44:06:943;0.14;-0.60;0.78;0.1938;0.02633;-0.1146;0.1487;-38.53;25.82;97.83;76.72;60.70;0.1938;0.1896;0.004196;-7.127;-7.222;-23.772;0.57;127.64;
2025-02-20 14:12:36.40;0.00:44:07:199;0.41;-0.59;0.69;0.1779;0.076;-0.1086;0.1274;-27.51;21.93;103.34;71.61;74.51;0.1779;0.1839;-0.005948;-7.498;-7.355;-99.990;0.71;130.45;
2025-02-20 14:12:36.66;0.00:44:07:454;0.23;-0.62;0.75;0.1809;0.04562;-0.1229;0.1477;-34.82;24.20;109.18;81.64;72.48;0.1809;0.1975;-0.0166;-7.426;-7.045;-99.990;0.62;129.77;
2025-02-20 14:12:36.91;0.00:44:07:710;0.31;-0.52;0.80;0.1773;0.05623;-0.09472;0.1452;-29.65;26.41;102.78;81.89;62.11;0.1773;0.1823;-0.00493;-7.512;-7.393;-99.990;0.65;123.11;
2025-02-20 14:12:37.17;0.00:44:07:966;0.24;-0.51;0.83;0.1773;0.046;-0.09827;0.1592;-32.46;27.86;108.69;89.82;61.20;0.1773;0.1927;-0.0154;-7.513;-7.151;-99.990;0.62;121.68;
2025-02-20 14:12:37.43;0.00:44:08:221;0.24;-0.59;0.77;0.1921;0.04686;-0.1124;0.148;-33.68;25.27;99.78;77.05;63.41;0.1921;0.1916;0.0004162;-7.166;-7.175;-33.807;0.62;127.22;
2025-02-20 14:12:37.68;0.00:44:08:477;0.31;-0.57;0.76;0.1776;0.06046;-0.1096;0.1481;-30.56;24.90;109.20;83.41;70.48;0.1776;0.1939;-0.01634;-7.505;-7.123;-99.990;0.66;126.50;
2025-02-20 14:12:37.94;0.00:44:08:733;0.12;-0.54;0.83;0.193;0.02272;-0.106;0.1628;-38.95;28.17;101.35;84.35;56.19;0.193;0.1956;-0.002597;-7.145;-7.087;-99.990;0.56;123.08;
2025-02-20 14:12:38.19;0.00:44:08:989;0.16;-0.57;0.81;0.1851;0.02883;-0.1032;0.1471;-37.20;26.96;98.29;79.44;57.88;0.1851;0.182;0.003167;-7.325;-7.400;-24.993;0.58;125.06;
2025-02-20 14:12:38.45;0.00:44:09:245;0.11;-0.58;0.81;0.1954;0.02205;-0.114;0.1581;-39.53;26.85;100.40;80.91;59.44;0.1954;0.1961;-0.0007721;-7.091;-7.074;-99.990;0.56;125.80;
2025-02-20 14:12:38.70;0.00:44:09:500;0.27;-0.55;0.79;0.1834;0.04872;-0.1002;0.1432;-32.04;26.05;98.94;78.08;60.77;0.1834;0.1814;0.001944;-7.367;-7.413;-27.113;0.63;124.99;
2025-02-20 14:12:38.96;0.00:44:09:757;0.29;-0.54;0.79;0.175;0.05498;-0.103;0.1505;-30.95;26.11;108.85;86.02;66.70;0.175;0.1905;-0.01549;-7.570;-7.201;-99.990;0.64;124.37;
2025-02-20 14:12:39.21;0.00:44:10:009;0.19;-0.51;0.84;0.1776;0.03509;-0.09258;0.1542;-34.62;28.65;103.18;86.83;55.74;0.1776;0.1833;-0.005652;-7.505;-7.369;-99.990;0.60;120.97;
2025-02-20 14:12:39.47;0.00:44:10:265;0.15;-0.61;0.78;0.195;0.02763;-0.1152;0.1487;-38.26;25.72;97.48;76.24;60.76;0.195;0.1901;0.004906;-7.099;-7.210;-23.093;0.57;127.78;
2025-02-20 14:12:39.73;0.00:44:10:521;0.24;-0.56;0.79;0.1832;0.0478;-0.1097;0.1562;-33.22;26.27;107.41;85.27;65.32;0.1832;0.1967;-0.01357;-7.372;-7.061;-99.990;0.62;125.08;
2025-02-20 14:12:39.98;0.00:44:10:776;0.17;-0.58;0.80;0.1909;0.03186;-0.1093;0.1498;-36.87;26.39;98.55;78.47;59.62;0.1909;0.1882;0.002775;-7.191;-7.254;-25.568;0.58;126.11;
2025-02-20 14:12:40.24;0.00:44:11:031;0.22;-0.58;0.78;0.1797;0.04094;-0.1061;0.1421;-34.45;25.67;101.30;79.10;63.29;0.1797;0.182;-0.002333;-7.456;-7.400;-99.990;0.61;126.74;
2025-02-20 14:12:40.49;0.00:44:11:287;0.18;-0.60;0.78;0.1938;0.03502;-0.114;0.1485;-36.46;25.62;98.27;76.64;61.52;0.1938;0.1905;0.003345;-7.126;-7.201;-24.756;0.59;127.50;
2025-02-20 14:12:40.75;0.00:44:11:542;0.24;-0.51;0.82;0.1829;0.04431;-0.09363;0.1499;-32.34;27.68;99.61;81.95;56.63;0.1829;0.1822;0.000712;-7.377;-7.394;-31.475;0.62;121.99;
2025-02-20 14:12:41.00;0.00:44:11:795;0.12;-0.61;0.78;0.1806;0.02345;-0.1206;0.153;-39.50;25.62;108.64;84.72;68.01;0.1806;0.1962;-0.01561;-7.433;-7.073;-99.990;0.56;128.24;
2025-02-20 14:12:41.26;0.00:44:12:052;0.20;-0.60;0.77;0.1805;0.03585;-0.1089;0.14;-35.89;25.35;100.23;77.57;63.48;0.1805;0.181;-0.0004171;-7.434;-7.424;-99.990;0.60;127.86;
2025-02-20 14:12:41.51;0.00:44:12:308;0.09;-0.59;0.81;0.1825;0.01796;-0.115;0.1582;-40.56;26.83;107.64;86.70;63.79;0.1825;0.1965;-0.01394;-7.387;-7.067;-99.990;0.55;126.01;
2025-02-20 14:12:41.77;0.00:44:12:564;0.21;-0.62;0.76;0.1979;0.03972;-0.1165;0.1426;-35.59;24.60;95.19;72.05;62.21;0.1979;0.1884;0.009517;-7.036;-7.250;-20.215;0.61;129.25;
2025-02-20 14:12:42.02;0.00:44:12:820;0.17;-0.54;0.83;0.1874;0.03278;-0.1056;0.1614;-36.37;27.80;104.41;86.14;58.99;0.1874;0.1957;-0.008258;-7.272;-7.085;-99.990;0.58;123.18;
2025-02-20 14:12:42.28;0.00:44:13:075;0.15;-0.52;0.84;0.179;0.028;-0.09548;0.1531;-36.83;28.49;101.97;85.50;55.58;0.179;0.1826;-0.003533;-7.471;-7.386;-99.990;0.58;121.95;
2025-02-20 14:12:42.54;0.00:44:13:331;0.11;-0.54;0.84;0.1869;0.01976;-0.09795;0.1529;-39.30;28.42;97.75;81.83;53.48;0.1869;0.1827;0.004203;-7.285;-7.384;-23.764;0.55;122.64;
2025-02-20 14:12:42.79;0.00:44:13:587;0.19;-0.61;0.77;0.184;0.03706;-0.1193;0.1514;-36.37;25.23;106.67;82.27;67.89;0.184;0.1963;-0.01227;-7.352;-7.072;-99.990;0.59;128.24;
2025-02-20 14:12:43.05;0.00:44:13:844;0.31;-0.57;0.76;0.1751;0.05632;-0.1048;0.1409;-30.87;24.92;105.30;80.46;67.92;0.1751;0.1844;-0.009281;-7.567;-7.343;-99.990;0.65;126.63;
2025-02-20 14:12:43.30;0.00:44:14:097;0.08;-0.61;0.79;0.1922;0.01612;-0.1221;0.1567;-41.24;25.92;103.75;81.57;64.12;0.1922;0.1994;-0.007215;-7.163;-7.003;-99.990;0.54;127.93;
2025-02-20 14:12:43.56;0.00:44:14:353;0.20;-0.59;0.79;0.1914;0.03682;-0.1106;0.1482;-35.80;25.90;98.52;77.44;60.91;0.1914;0.1886;0.002827;-7.180;-7.245;-25.487;0.60;126.74;
2025-02-20 14:12:43.81;0.00:44:14:609;0.21;-0.62;0.75;0.1815;0.04156;-0.1225;0.1488;-35.63;24.50;108.63;81.98;71.27;0.1815;0.1971;-0.01566;-7.412;-7.053;-99.990;0.61;129.46;
2025-02-20 14:12:44.07;0.00:44:14:863;0.23;-0.53;0.81;0.1958;0.04424;-0.1008;0.1536;-33.15;27.19;96.51;78.45;56.22;0.1958;0.189;0.006826;-7.082;-7.236;-21.658;0.62;123.27;
2025-02-20 14:12:44.32;0.00:44:15:119;0.31;-0.42;0.85;0.1793;0.05758;-0.07695;0.1571;-26.60;29.27;102.75;87.66;53.61;0.1793;0.1842;-0.004933;-7.465;-7.347;-99.990;0.66;116.09;
2025-02-20 14:12:44.58;0.00:44:15:375;0.08;-0.57;0.82;0.1943;0.01453;-0.1083;0.1552;-41.18;27.42;97.69;79.87;56.26;0.1943;0.1898;0.004486;-7.116;-7.217;-23.482;0.54;124.92;
2025-02-20 14:12:44.83;0.00:44:15:630;0.29;-0.51;0.81;0.1787;0.05327;-0.09376;0.149;-30.20;27.06;102.96;83.42;60.35;0.1787;0.184;-0.005286;-7.479;-7.353;-99.990;0.64;122.17;
2025-02-20 14:12:45.09;0.00:44:15:886;-0.05;-0.50;0.87;0.1909;-0.008691;-0.09345;0.1626;-47.66;30.00;98.32;85.15;49.15;0.1909;0.1877;0.003213;-7.191;-7.265;-24.931;0.48;119.89;
2025-02-20 14:12:45.34;0.00:44:16:140;0.15;-0.52;0.84;0.1842;0.02885;-0.1028;0.1644;-37.16;28.50;106.38;89.21;57.94;0.1842;0.196;-0.01175;-7.346;-7.078;-99.990;0.57;122.02;
2025-02-20 14:12:45.60;0.00:44:16:397;0.16;-0.51;0.84;0.1937;0.03121;-0.0975;0.1595;-36.13;28.65;97.84;82.33;52.85;0.1937;0.1895;0.004192;-7.129;-7.224;-23.776;0.58;121.44;
2025-02-20 14:12:45.86;0.00:44:16:653;0.21;-0.49;0.85;0.1794;0.03825;-0.08884;0.1555;-33.35;29.06;102.08;86.68;53.91;0.1794;0.1831;-0.003728;-7.462;-7.372;-99.990;0.60;119.74;
2025-02-20 14:12:46.11;0.00:44:16:909;0.19;-0.55;0.81;0.1958;0.03623;-0.105;0.1531;-35.48;27.02;96.60;78.20;56.72;0.1958;0.1891;0.006656;-7.082;-7.233;-21.768;0.60;124.43;
2025-02-20 14:12:46.37;0.00:44:17:165;0.27;-0.42;0.87;0.1764;0.04954;-0.07676;0.1598;-28.58;30.12;104.30;90.54;51.78;0.1764;0.184;-0.007586;-7.534;-7.351;-99.990;0.63;115.66;
2025-02-20 14:12:46.62;0.00:44:17:420;0.15;-0.47;0.87;0.1881;0.0298;-0.09148;0.1709;-35.98;30.31;104.29;90.88;51.15;0.1881;0.1962;-0.00807;-7.256;-7.074;-99.990;0.58;118.15;
2025-02-20 14:12:46.88;0.00:44:17:677;0.16;-0.44;0.88;0.1816;0.03105;-0.08245;0.1667;-34.68;31.07;103.79;91.76;48.50;0.1816;0.1885;-0.00688;-7.408;-7.246;-99.990;0.58;116.32;
2025-02-20 14:12:47.13;0.00:44:17:929;0.18;-0.52;0.83;0.1868;0.03573;-0.1022;0.1641;-35.37;28.29;105.26;87.86;57.98;0.1868;0.1966;-0.009831;-7.287;-7.064;-99.990;0.59;121.92;
2025-02-20 14:12:47.39;0.00:44:18:186;0.22;-0.54;0.81;0.1951;0.04089;-0.101;0.1524;-33.98;27.22;96.05;78.13;55.87;0.1951;0.1874;0.007708;-7.097;-7.273;-21.131;0.61;123.54;
2025-02-20 14:12:47.65;0.00:44:18:442;0.08;-0.55;0.83;0.187;0.01643;-0.1081;0.1639;-40.68;28.15;105.38;87.67;58.47;0.187;0.1971;-0.01006;-7.282;-7.054;-99.990;0.54;123.40;
2025-02-20 14:12:47.90;0.00:44:18:698;0.09;-0.50;0.86;0.1921;0.01762;-0.09239;0.1599;-39.60;29.77;96.60;83.27;48.97;0.1921;0.1855;0.006536;-7.165;-7.315;-21.847;0.55;120.01;
2025-02-20 14:12:48.16;0.00:44:18:954;0.31;-0.46;0.83;0.1711;0.05683;-0.08601;0.1546;-28.27;28.15;108.62;90.36;60.27;0.1711;0.1858;-0.01474;-7.669;-7.310;-99.990;0.65;119.09;
2025-02-20 14:12:48.41;0.00:44:19:208;0.24;-0.56;0.79;0.1902;0.04461;-0.1028;0.1439;-33.27;26.05;95.90;75.68;58.91;0.1902;0.1824;0.007792;-7.208;-7.390;-21.083;0.62;125.53;
2025-02-20 14:12:48.67;0.00:44:19:463;0.29;-0.51;0.81;0.175;0.05379;-0.09608;0.1521;-30.38;27.05;107.32;86.94;62.93;0.175;0.1878;-0.01281;-7.570;-7.263;-99.990;0.64;122.28;
2025-02-20 14:12:48.93;0.00:44:19:720;0.05;-0.51;0.86;0.1928;0.01003;-0.1003;0.1689;-42.15;29.58;102.04;87.61;52.31;0.1928;0.1967;-0.00393;-7.149;-7.061;-99.990;0.53;120.71;
2025-02-20 14:12:49.18;0.00:44:19:975;0.21;-0.47;0.86;0.1794;0.03928;-0.08787;0.1601;-32.96;29.50;104.15;89.27;53.66;0.1794;0.1868;-0.007453;-7.462;-7.286;-99.990;0.61;118.76;
2025-02-20 14:12:49.44;0.00:44:20:231;0.14;-0.52;0.84;0.1909;0.02676;-0.1019;0.1665;-37.64;28.83;103.22;87.22;55.21;0.1909;0.197;-0.006147;-7.193;-7.055;-99.990;0.57;121.47;
2025-02-20 14:12:49.69;0.00:44:20:487;0.17;-0.51;0.85;0.1879;0.03109;-0.09222;0.1541;-35.69;28.87;97.03;82.04;51.80;0.1879;0.1823;0.005586;-7.261;-7.392;-22.529;0.59;120.89;
2025-02-20 14:12:49.95;0.00:44:20:742;0.06;-0.52;0.85;0.1877;0.01105;-0.1018;0.166;-41.90;29.16;103.93;88.44;54.58;0.1877;0.1951;-0.007369;-7.265;-7.098;-99.990;0.53;121.53;
2025-02-20 14:12:50.20;0.00:44:20:998;0.07;-0.48;0.88;0.1924;0.01239;-0.08775;0.1612;-40.98;30.60;95.58;83.76;46.06;0.1924;0.1839;0.008495;-7.158;-7.354;-20.708;0.53;118.57;
2025-02-20 14:12:50.46;0.00:44:21:254;0.06;-0.61;0.79;0.1931;0.01221;-0.1186;0.1556;-42.06;26.27;101.53;80.58;61.75;0.1931;0.1961;-0.002946;-7.142;-7.076;-99.990;0.53;127.32;
2025-02-20 14:12:50.71;0.00:44:21:509;0.02;-0.54;0.84;0.1865;0.002853;-0.09777;0.1539;-44.16;28.78;97.77;82.52;52.44;0.1865;0.1824;0.004163;-7.293;-7.391;-23.806;0.51;122.42;
2025-02-20 14:12:50.97;0.00:44:21:765;0.22;-0.49;0.84;0.1792;0.04213;-0.09516;0.162;-33.06;28.64;107.47;90.42;58.07;0.1792;0.1926;-0.01338;-7.467;-7.154;-99.990;0.61;120.42;
2025-02-20 14:12:51.23;0.00:44:22:021;0.22;-0.58;0.78;0.1877;0.03987;-0.1066;0.1426;-34.74;25.71;97.17;75.95;60.61;0.1877;0.1824;0.005314;-7.265;-7.389;-22.746;0.61;126.77;
2025-02-20 14:12:51.48;0.00:44:22:277;0.08;-0.68;0.73;0.1789;0.01478;-0.1292;0.1389;-41.74;23.45;106.36;77.66;72.68;0.1789;0.1903;-0.01138;-7.474;-7.206;-99.990;0.54;132.91;
2025-02-20 14:12:51.74;0.00:44:22:533;0.28;-0.64;0.72;0.1878;0.05567;-0.1258;0.1415;-33.06;22.90;105.08;75.34;73.25;0.1878;0.1973;-0.00954;-7.263;-7.048;-99.990;0.64;131.64;
2025-02-20 14:12:51.99;0.00:44:22:789;0.30;-0.61;0.73;0.1918;0.05566;-0.1126;0.1336;-31.84;23.39;95.60;69.67;65.47;0.1918;0.1834;0.008431;-7.172;-7.367;-20.741;0.65;130.11;
2025-02-20 14:12:52.25;0.00:44:23:045;0.11;-0.64;0.76;0.1861;0.02242;-0.1275;0.1516;-40.01;24.76;107.13;81.49;69.54;0.1861;0.1994;-0.01327;-7.303;-7.004;-99.990;0.56;130.05;
2025-02-20 14:12:52.51;0.00:44:23:301;0.06;-0.52;0.85;0.1901;0.01053;-0.09581;0.1568;-41.86;29.21;96.86;82.52;50.71;0.1901;0.1841;0.005974;-7.211;-7.350;-22.237;0.53;121.42;
2025-02-20 14:12:52.76;0.00:44:23:557;0.21;-0.54;0.82;0.1738;0.0396;-0.1014;0.1542;-34.33;27.39;108.59;88.72;62.62;0.1738;0.1888;-0.01494;-7.599;-7.241;-99.990;0.60;123.33;
2025-02-20 14:12:53.02;0.00:44:23:813;0.19;-0.40;0.90;0.1895;0.03562;-0.07276;0.1642;-31.96;31.87;96.62;86.65;42.74;0.1895;0.1831;0.006404;-7.224;-7.373;-21.935;0.60;113.90;
